ID;skenario;alt;Choice;Caratanam;Label;price
1;1;1;1;hydroponic;organic;400
1;1;2;0;hydroponic;organic;100
1;2;1;0;hydroponic;nonorganic;400
1;2;2;1;traditional;organic;100
1;3;1;1;hydroponic;nonorganic;100
1;3;2;0;traditional;nonorganic;400
1;4;1;1;hydroponic;organic;300
1;4;2;0;traditional;organic;200
1;5;1;1;traditional;organic;300
1;5;2;0;traditional;organic;200
1;6;1;1;traditional;nonorganic;300
1;6;2;0;hydroponic;organic;200
1;7;1;0;traditional;nonorganic;200
1;7;2;1;traditional;nonorganic;300
1;8;1;0;traditional;organic;100
1;8;2;1;traditional;nonorganic;400
2;1;1;0;traditional;organic;200
2;1;2;1;hydroponic;nonorganic;300
2;2;1;1;hydroponic;organic;400
2;2;2;0;hydroponic;nonorganic;100
2;3;1;0;traditional;organic;100
2;3;2;1;traditional;nonorganic;400
2;4;1;1;traditional;nonorganic;400
2;4;2;0;traditional;organic;100
2;5;1;1;traditional;nonorganic;300
2;5;2;0;traditional;nonorganic;200
2;6;1;1;traditional;nonorganic;300
2;6;2;0;traditional;organic;200
2;7;1;0;hydroponic;nonorganic;200
2;7;2;1;traditional;organic;300
2;8;1;0;traditional;organic;100
2;8;2;1;hydroponic;nonorganic;400
3;1;1;0;hydroponic;organic;200
3;1;2;1;hydroponic;organic;300
3;2;1;0;hydroponic;organic;400
3;2;2;1;traditional;nonorganic;100
3;3;1;0;traditional;organic;100
3;3;2;1;hydroponic;organic;400
3;4;1;1;hydroponic;organic;400
3;4;2;0;hydroponic;organic;100
3;5;1;0;traditional;organic;300
3;5;2;1;hydroponic;nonorganic;200
3;6;1;0;hydroponic;nonorganic;300
3;6;2;1;hydroponic;nonorganic;200
3;7;1;0;traditional;organic;200
3;7;2;1;hydroponic;organic;300
3;8;1;1;traditional;organic;100
3;8;2;0;hydroponic;organic;400
4;1;1;1;hydroponic;nonorganic;200
4;1;2;0;hydroponic;organic;300
4;2;1;1;traditional;nonorganic;400
4;2;2;0;hydroponic;nonorganic;100
4;3;1;0;hydroponic;nonorganic;100
4;3;2;1;hydroponic;organic;400
4;4;1;1;hydroponic;organic;400
4;4;2;0;hydroponic;nonorganic;100
4;5;1;1;hydroponic;nonorganic;300
4;5;2;0;hydroponic;organic;200
4;6;1;1;hydroponic;nonorganic;300
4;6;2;0;traditional;nonorganic;200
4;7;1;1;traditional;nonorganic;200
4;7;2;0;hydroponic;nonorganic;300
4;8;1;0;hydroponic;nonorganic;100
4;8;2;1;traditional;nonorganic;400
5;1;1;0;traditional;organic;200
5;1;2;1;hydroponic;organic;300
5;2;1;0;traditional;nonorganic;400
5;2;2;1;hydroponic;organic;100
5;3;1;1;hydroponic;nonorganic;100
5;3;2;0;traditional;nonorganic;400
5;4;1;0;traditional;nonorganic;400
5;4;2;1;hydroponic;nonorganic;100
5;5;1;0;traditional;nonorganic;300
5;5;2;1;traditional;organic;200
5;6;1;0;traditional;nonorganic;300
5;6;2;1;traditional;organic;200
5;7;1;0;traditional;organic;200
5;7;2;1;traditional;nonorganic;300
5;8;1;0;traditional;nonorganic;100
5;8;2;1;hydroponic;organic;400
6;1;1;1;traditional;nonorganic;200
6;1;2;0;traditional;organic;300
6;2;1;1;hydroponic;nonorganic;400
6;2;2;0;hydroponic;organic;100
6;3;1;0;hydroponic;nonorganic;100
6;3;2;1;traditional;nonorganic;400
6;4;1;1;traditional;organic;400
6;4;2;0;hydroponic;nonorganic;100
6;5;1;0;traditional;organic;300
6;5;2;1;hydroponic;organic;200
6;6;1;0;hydroponic;organic;300
6;6;2;1;hydroponic;nonorganic;200
6;7;1;1;traditional;organic;200
6;7;2;0;traditional;organic;300
6;8;1;0;traditional;organic;100
6;8;2;1;traditional;organic;400
7;1;1;1;traditional;nonorganic;200
7;1;2;0;traditional;nonorganic;300
7;2;1;0;traditional;organic;400
7;2;2;1;traditional;organic;100
7;3;1;1;hydroponic;organic;100
7;3;2;0;hydroponic;organic;400
7;4;1;0;hydroponic;nonorganic;400
7;4;2;1;hydroponic;organic;100
7;5;1;1;traditional;nonorganic;300
7;5;2;0;hydroponic;organic;200
7;6;1;1;traditional;nonorganic;300
7;6;2;0;hydroponic;organic;200
7;7;1;1;hydroponic;nonorganic;200
7;7;2;0;hydroponic;nonorganic;300
7;8;1;1;hydroponic;nonorganic;100
7;8;2;0;traditional;nonorganic;400
8;1;1;0;hydroponic;nonorganic;200
8;1;2;1;hydroponic;organic;300
8;2;1;1;traditional;nonorganic;400
8;2;2;0;hydroponic;organic;100
8;3;1;0;hydroponic;organic;100
8;3;2;1;hydroponic;nonorganic;400
8;4;1;0;traditional;nonorganic;400
8;4;2;1;hydroponic;organic;100
8;5;1;1;hydroponic;organic;300
8;5;2;0;traditional;nonorganic;200
8;6;1;1;hydroponic;nonorganic;300
8;6;2;0;hydroponic;organic;200
8;7;1;0;hydroponic;organic;200
8;7;2;1;traditional;nonorganic;300
8;8;1;0;hydroponic;organic;100
8;8;2;1;traditional;nonorganic;400
9;1;1;1;traditional;organic;200
9;1;2;0;traditional;nonorganic;300
9;2;1;0;hydroponic;organic;400
9;2;2;1;traditional;nonorganic;100
9;3;1;0;traditional;nonorganic;100
9;3;2;1;hydroponic;organic;400
9;4;1;1;traditional;organic;400
9;4;2;0;traditional;nonorganic;100
9;5;1;0;hydroponic;nonorganic;300
9;5;2;1;traditional;nonorganic;200
9;6;1;0;hydroponic;organic;300
9;6;2;1;traditional;nonorganic;200
9;7;1;0;traditional;organic;200
9;7;2;1;hydroponic;nonorganic;300
9;8;1;0;traditional;nonorganic;100
9;8;2;1;hydroponic;nonorganic;400
10;1;1;0;hydroponic;nonorganic;200
10;1;2;1;hydroponic;organic;300
10;2;1;0;traditional;nonorganic;400
10;2;2;1;traditional;organic;100
10;3;1;0;hydroponic;nonorganic;100
10;3;2;0;traditional;nonorganic;400
10;4;1;0;hydroponic;nonorganic;400
10;4;2;1;hydroponic;nonorganic;100
10;5;1;0;traditional;nonorganic;300
10;5;2;1;traditional;organic;200
10;6;1;0;traditional;organic;300
10;6;2;1;hydroponic;organic;200
10;7;1;1;hydroponic;nonorganic;200
10;7;2;0;hydroponic;organic;300
10;8;1;1;traditional;nonorganic;100
10;8;2;0;traditional;organic;400
11;1;1;0;traditional;organic;200
11;1;2;1;traditional;nonorganic;300
11;2;1;1;traditional;nonorganic;400
11;2;2;0;hydroponic;organic;100
11;3;1;0;traditional;organic;100
11;3;2;1;hydroponic;nonorganic;400
11;4;1;0;hydroponic;nonorganic;400
11;4;2;1;traditional;organic;100
11;5;1;1;hydroponic;organic;300
11;5;2;0;hydroponic;organic;200
11;6;1;0;hydroponic;nonorganic;300
11;6;2;1;traditional;organic;200
11;7;1;1;traditional;nonorganic;200
11;7;2;0;traditional;nonorganic;300
11;8;1;0;hydroponic;nonorganic;100
11;8;2;1;hydroponic;organic;400
12;1;1;1;traditional;nonorganic;200
12;1;2;0;hydroponic;organic;300
12;2;1;0;hydroponic;nonorganic;400
12;2;2;1;traditional;nonorganic;100
12;3;1;1;traditional;nonorganic;100
12;3;2;0;traditional;organic;400
12;4;1;1;hydroponic;organic;400
12;4;2;0;traditional;organic;100
12;5;1;0;hydroponic;organic;300
12;5;2;1;hydroponic;organic;200
12;6;1;1;hydroponic;nonorganic;300
12;6;2;0;hydroponic;nonorganic;200
12;7;1;0;traditional;organic;200
12;7;2;1;traditional;nonorganic;300
12;8;1;0;traditional;nonorganic;100
12;8;2;1;hydroponic;organic;400
13;1;1;0;hydroponic;nonorganic;200
13;1;2;1;traditional;nonorganic;300
13;2;1;1;hydroponic;organic;400
13;2;2;0;traditional;nonorganic;100
13;3;1;0;hydroponic;nonorganic;100
13;3;2;1;hydroponic;nonorganic;400
13;4;1;1;hydroponic;organic;400
13;4;2;0;traditional;organic;100
13;5;1;1;traditional;nonorganic;300
13;5;2;1;hydroponic;nonorganic;200
13;6;1;1;traditional;organic;300
13;6;2;0;hydroponic;nonorganic;200
13;7;1;1;hydroponic;organic;200
13;7;2;0;hydroponic;organic;300
13;8;1;0;traditional;organic;100
13;8;2;1;traditional;organic;400
14;1;1;0;traditional;nonorganic;200
14;1;2;1;hydroponic;organic;300
14;2;1;0;hydroponic;nonorganic;400
14;2;2;1;hydroponic;nonorganic;100
14;3;1;1;hydroponic;nonorganic;100
14;3;2;0;hydroponic;nonorganic;400
14;4;1;1;traditional;organic;400
14;4;2;0;traditional;nonorganic;100
14;5;1;1;hydroponic;organic;300
14;5;2;0;traditional;nonorganic;200
14;6;1;1;hydroponic;organic;300
14;6;2;0;hydroponic;organic;200
14;7;1;0;hydroponic;organic;200
14;7;2;1;hydroponic;nonorganic;300
14;8;1;1;hydroponic;nonorganic;100
14;8;2;0;traditional;nonorganic;400
15;1;1;1;hydroponic;organic;200
15;1;2;0;traditional;organic;300
15;2;1;0;traditional;nonorganic;400
15;2;2;1;hydroponic;nonorganic;100
15;3;1;0;hydroponic;organic;100
15;3;2;1;hydroponic;nonorganic;400
15;4;1;0;traditional;organic;400
15;4;2;1;hydroponic;organic;100
15;5;1;0;traditional;organic;300
15;5;2;1;traditional;organic;200
15;6;1;0;traditional;nonorganic;300
15;6;2;1;hydroponic;organic;200
15;7;1;1;hydroponic;nonorganic;200
15;7;2;0;hydroponic;organic;300
15;8;1;0;traditional;nonorganic;100
15;8;2;1;traditional;nonorganic;400
16;1;1;0;traditional;nonorganic;200
16;1;2;1;hydroponic;organic;300
16;2;1;0;hydroponic;nonorganic;400
16;2;2;1;hydroponic;nonorganic;100
16;3;1;0;hydroponic;organic;100
16;3;2;1;traditional;organic;400
16;4;1;1;hydroponic;nonorganic;400
16;4;2;0;hydroponic;nonorganic;100
16;5;1;0;traditional;nonorganic;300
16;5;2;1;hydroponic;nonorganic;200
16;6;1;1;traditional;organic;300
16;6;2;0;hydroponic;organic;200
16;7;1;0;traditional;nonorganic;200
16;7;2;1;hydroponic;nonorganic;300
16;8;1;0;hydroponic;organic;100
16;8;2;1;hydroponic;nonorganic;400
17;1;1;1;hydroponic;organic;200
17;1;2;0;traditional;organic;300
17;2;1;1;traditional;organic;400
17;2;2;0;traditional;organic;100
17;3;1;0;traditional;organic;100
17;3;2;1;traditional;nonorganic;400
17;4;1;0;traditional;nonorganic;400
17;4;2;1;traditional;nonorganic;100
17;5;1;0;traditional;organic;300
17;5;2;1;hydroponic;organic;200
17;6;1;1;traditional;organic;300
17;6;2;0;traditional;nonorganic;200
17;7;1;1;traditional;nonorganic;200
17;7;2;0;traditional;nonorganic;300
17;8;1;0;hydroponic;nonorganic;100
17;8;2;1;hydroponic;organic;400
18;1;1;0;hydroponic;nonorganic;200
18;1;2;1;hydroponic;organic;300
18;2;1;1;hydroponic;organic;400
18;2;2;0;traditional;nonorganic;100
18;3;1;0;traditional;nonorganic;100
18;3;2;1;hydroponic;organic;400
18;4;1;0;hydroponic;organic;400
18;4;2;1;hydroponic;organic;100
18;5;1;0;traditional;organic;300
18;5;2;1;hydroponic;organic;200
18;6;1;0;traditional;nonorganic;300
18;6;2;1;hydroponic;organic;200
18;7;1;1;traditional;nonorganic;200
18;7;2;0;hydroponic;nonorganic;300
18;8;1;1;hydroponic;organic;100
18;8;2;0;traditional;organic;400
19;1;1;0;hydroponic;organic;200
19;1;2;1;hydroponic;nonorganic;300
19;2;1;1;hydroponic;nonorganic;400
19;2;2;0;traditional;organic;100
19;3;1;0;traditional;organic;100
19;3;2;1;hydroponic;organic;400
19;4;1;0;hydroponic;organic;400
19;4;2;1;hydroponic;organic;100
19;5;1;1;traditional;organic;300
19;5;2;0;traditional;organic;200
19;6;1;0;traditional;nonorganic;300
19;6;2;1;hydroponic;nonorganic;200
19;7;1;1;hydroponic;nonorganic;200
19;7;2;0;traditional;nonorganic;300
19;8;1;0;hydroponic;organic;100
19;8;2;1;traditional;organic;400
20;1;1;1;hydroponic;organic;200
20;1;2;0;hydroponic;nonorganic;300
20;2;1;0;hydroponic;nonorganic;400
20;2;2;1;hydroponic;nonorganic;100
20;3;1;0;traditional;organic;100
20;3;2;1;traditional;nonorganic;400
20;4;1;1;hydroponic;nonorganic;400
20;4;2;0;traditional;organic;100
20;5;1;0;hydroponic;organic;300
20;5;2;1;hydroponic;nonorganic;200
20;6;1;0;traditional;organic;300
20;6;2;1;traditional;organic;200
20;7;1;0;traditional;organic;200
20;7;2;1;traditional;organic;300
20;8;1;0;hydroponic;nonorganic;100
20;8;2;1;hydroponic;organic;400
21;1;1;1;traditional;organic;200
21;1;2;0;hydroponic;organic;300
21;2;1;0;hydroponic;nonorganic;400
21;2;2;1;traditional;organic;100
21;3;1;1;hydroponic;nonorganic;100
21;3;2;0;traditional;nonorganic;400
21;4;1;0;hydroponic;organic;400
21;4;2;1;hydroponic;organic;100
21;5;1;1;traditional;organic;300
21;5;2;0;traditional;organic;200
21;6;1;0;traditional;nonorganic;300
21;6;2;1;hydroponic;organic;200
21;7;1;0;traditional;nonorganic;200
21;7;2;1;traditional;nonorganic;300
21;8;1;1;traditional;organic;100
21;8;2;0;traditional;nonorganic;400
22;1;1;0;traditional;organic;200
22;1;2;1;hydroponic;nonorganic;300
22;2;1;0;hydroponic;organic;400
22;2;2;1;hydroponic;nonorganic;100
22;3;1;0;traditional;organic;100
22;3;2;1;traditional;nonorganic;400
22;4;1;0;traditional;nonorganic;400
22;4;2;1;traditional;organic;100
22;5;1;0;traditional;nonorganic;300
22;5;2;1;traditional;nonorganic;200
22;6;1;0;traditional;nonorganic;300
22;6;2;1;traditional;organic;200
22;7;1;0;hydroponic;nonorganic;200
22;7;2;1;traditional;organic;300
22;8;1;0;traditional;organic;100
22;8;2;1;hydroponic;nonorganic;400
23;1;1;1;hydroponic;organic;200
23;1;2;0;hydroponic;organic;300
23;2;1;0;hydroponic;organic;400
23;2;2;1;traditional;nonorganic;100
23;3;1;1;traditional;organic;100
23;3;2;0;hydroponic;organic;400
23;4;1;0;hydroponic;organic;400
23;4;2;1;hydroponic;organic;100
23;5;1;0;traditional;organic;300
23;5;2;1;hydroponic;nonorganic;200
23;6;1;1;hydroponic;nonorganic;300
23;6;2;0;hydroponic;nonorganic;200
23;7;1;0;traditional;organic;200
23;7;2;1;hydroponic;organic;300
23;8;1;0;traditional;organic;100
23;8;2;1;hydroponic;organic;400
24;1;1;1;hydroponic;nonorganic;200
24;1;2;0;hydroponic;organic;300
24;2;1;0;traditional;nonorganic;400
24;2;2;1;hydroponic;nonorganic;100
24;3;1;1;hydroponic;nonorganic;100
24;3;2;0;hydroponic;organic;400
24;4;1;1;hydroponic;organic;400
24;4;2;0;hydroponic;nonorganic;100
24;5;1;1;hydroponic;nonorganic;300
24;5;2;0;hydroponic;organic;200
24;6;1;1;hydroponic;nonorganic;300
24;6;2;0;traditional;nonorganic;200
24;7;1;1;traditional;nonorganic;200
24;7;2;0;hydroponic;nonorganic;300
24;8;1;0;hydroponic;nonorganic;100
24;8;2;1;traditional;nonorganic;400
25;1;1;1;traditional;organic;200
25;1;2;0;hydroponic;organic;300
25;2;1;0;traditional;nonorganic;400
25;2;2;1;hydroponic;organic;100
25;3;1;1;hydroponic;nonorganic;100
25;3;2;0;traditional;nonorganic;400
25;4;1;0;traditional;nonorganic;400
25;4;2;1;hydroponic;nonorganic;100
25;5;1;1;traditional;nonorganic;300
25;5;2;0;traditional;organic;200
25;6;1;1;traditional;nonorganic;300
25;6;2;0;traditional;organic;200
25;7;1;1;traditional;organic;200
25;7;2;0;traditional;nonorganic;300
25;8;1;1;traditional;nonorganic;100
25;8;2;0;hydroponic;organic;400
26;1;1;1;traditional;nonorganic;200
26;1;2;0;traditional;organic;300
26;2;1;0;hydroponic;nonorganic;400
26;2;2;1;hydroponic;organic;100
26;3;1;1;hydroponic;nonorganic;100
26;3;2;0;traditional;nonorganic;400
26;4;1;1;traditional;organic;400
26;4;2;0;hydroponic;nonorganic;100
26;5;1;1;traditional;organic;300
26;5;2;0;hydroponic;organic;200
26;6;1;1;hydroponic;organic;300
26;6;2;0;hydroponic;nonorganic;200
26;7;1;0;traditional;organic;200
26;7;2;1;traditional;organic;300
26;8;1;0;traditional;organic;100
26;8;2;1;traditional;organic;400
27;1;1;1;traditional;nonorganic;200
27;1;2;0;traditional;nonorganic;300
27;2;1;0;traditional;organic;400
27;2;2;1;traditional;organic;100
27;3;1;1;hydroponic;organic;100
27;3;2;0;hydroponic;organic;400
27;4;1;1;hydroponic;nonorganic;400
27;4;2;0;hydroponic;organic;100
27;5;1;1;traditional;nonorganic;300
27;5;2;0;hydroponic;organic;200
27;6;1;1;traditional;nonorganic;300
27;6;2;0;hydroponic;organic;200
27;7;1;0;hydroponic;nonorganic;200
27;7;2;1;hydroponic;nonorganic;300
27;8;1;0;hydroponic;nonorganic;100
27;8;2;1;traditional;nonorganic;400
28;1;1;1;hydroponic;nonorganic;200
28;1;2;0;hydroponic;organic;300
28;2;1;0;traditional;nonorganic;400
28;2;2;1;hydroponic;organic;100
28;3;1;1;hydroponic;organic;100
28;3;2;0;hydroponic;nonorganic;400
28;4;1;0;traditional;nonorganic;400
28;4;2;1;hydroponic;organic;100
28;5;1;0;hydroponic;organic;300
28;5;2;1;traditional;nonorganic;200
28;6;1;1;hydroponic;nonorganic;300
28;6;2;0;hydroponic;organic;200
28;7;1;0;hydroponic;organic;200
28;7;2;1;traditional;nonorganic;300
28;8;1;1;hydroponic;organic;100
28;8;2;0;traditional;nonorganic;400
29;1;1;1;traditional;organic;200
29;1;2;0;traditional;nonorganic;300
29;2;1;0;hydroponic;organic;400
29;2;2;1;traditional;nonorganic;100
29;3;1;1;traditional;nonorganic;100
29;3;2;0;hydroponic;organic;400
29;4;1;0;traditional;organic;400
29;4;2;1;traditional;nonorganic;100
29;5;1;1;hydroponic;nonorganic;300
29;5;2;0;traditional;nonorganic;200
29;6;1;1;hydroponic;organic;300
29;6;2;0;traditional;nonorganic;200
29;7;1;1;traditional;organic;200
29;7;2;0;hydroponic;nonorganic;300
29;8;1;1;traditional;nonorganic;100
29;8;2;0;hydroponic;nonorganic;400
30;1;1;1;hydroponic;nonorganic;200
30;1;2;0;hydroponic;organic;300
30;2;1;0;traditional;nonorganic;400
30;2;2;1;traditional;organic;100
30;3;1;1;hydroponic;nonorganic;100
30;3;2;0;traditional;nonorganic;400
30;4;1;1;hydroponic;nonorganic;400
30;4;2;0;hydroponic;nonorganic;100
30;5;1;1;traditional;nonorganic;300
30;5;2;0;traditional;organic;200
30;6;1;1;traditional;organic;300
30;6;2;0;hydroponic;organic;200
30;7;1;0;hydroponic;nonorganic;200
30;7;2;1;hydroponic;organic;300
30;8;1;1;traditional;nonorganic;100
30;8;2;0;traditional;organic;400
31;1;1;1;traditional;organic;200
31;1;2;0;traditional;nonorganic;300
31;2;1;0;traditional;nonorganic;400
31;2;2;1;hydroponic;organic;100
31;3;1;1;traditional;organic;100
31;3;2;0;hydroponic;nonorganic;400
31;4;1;1;hydroponic;nonorganic;400
31;4;2;0;traditional;organic;100
31;5;1;1;hydroponic;organic;300
31;5;2;0;hydroponic;organic;200
31;6;1;1;hydroponic;nonorganic;300
31;6;2;0;traditional;organic;200
31;7;1;0;traditional;nonorganic;200
31;7;2;1;traditional;nonorganic;300
31;8;1;1;hydroponic;nonorganic;100
31;8;2;0;hydroponic;organic;400
32;1;1;1;traditional;nonorganic;200
32;1;2;0;hydroponic;organic;300
32;2;1;1;hydroponic;nonorganic;400
32;2;2;0;traditional;nonorganic;100
32;3;1;1;traditional;nonorganic;100
32;3;2;0;traditional;organic;400
32;4;1;0;hydroponic;organic;400
32;4;2;1;traditional;organic;100
32;5;1;0;hydroponic;organic;300
32;5;2;1;hydroponic;organic;200
32;6;1;1;hydroponic;nonorganic;300
32;6;2;0;hydroponic;nonorganic;200
32;7;1;1;traditional;organic;200
32;7;2;0;traditional;nonorganic;300
32;8;1;1;traditional;nonorganic;100
32;8;2;0;hydroponic;organic;400
33;1;1;1;hydroponic;nonorganic;200
33;1;2;0;traditional;nonorganic;300
33;2;1;0;hydroponic;organic;400
33;2;2;1;traditional;nonorganic;100
33;3;1;1;hydroponic;nonorganic;100
33;3;2;0;hydroponic;nonorganic;400
33;4;1;1;hydroponic;organic;400
33;4;2;0;traditional;organic;100
33;5;1;1;traditional;nonorganic;300
33;5;2;0;hydroponic;nonorganic;200
33;6;1;1;traditional;organic;300
33;6;2;0;hydroponic;nonorganic;200
33;7;1;0;hydroponic;organic;200
33;7;2;1;hydroponic;organic;300
33;8;1;1;traditional;organic;100
33;8;2;0;traditional;organic;400
34;1;1;1;traditional;nonorganic;200
34;1;2;0;hydroponic;organic;300
34;2;1;0;hydroponic;nonorganic;400
34;2;2;1;hydroponic;nonorganic;100
34;3;1;1;hydroponic;nonorganic;100
34;3;2;0;hydroponic;nonorganic;400
